event_ts,market_key,action,state_from,state_to,p1_price,p2_price,pnl_estimate,reason_code,simulated_latency_ms,simulated_fill_ratio,simulated_slippage_bps,simulated_cancelled,simulated_hedge_fail
2026-03-26T04:21:40Z,SOL5M_20260326T042500Z,close_position,UNWIND,CLOSED,0.229314,0.78839817,-0.0306566542,unwind_on_timeout,234,1.0,14.355626,False,False
2026-03-26T04:21:41Z,SOL5M_20260326T042500Z,open_leg1,IDLE,LEG1_OPEN,0.220409,,0.0,leg1_opened,,,,False,False
2026-03-26T04:21:42Z,SOL5M_20260326T042500Z,timeout_leg2,LEG1_OPEN,LEG1_OPEN,0.220409,0.793909,0.0,leg2_not_found_timeout,914,1.0,14.665737,True,False
2026-03-26T04:21:42Z,SOL5M_20260326T042500Z,timeout_leg2,LEG1_OPEN,UNWIND,0.220409,0.793909,0.0,unwind_on_timeout,914,1.0,14.665737,True,False
2026-03-26T04:21:42Z,SOL5M_20260326T042500Z,close_position,UNWIND,CLOSED,0.220409,0.793909,-0.0192551121,unwind_on_timeout,914,1.0,14.665737,True,False
2026-03-26T04:21:43Z,SOL5M_20260326T042500Z,open_leg1,IDLE,LEG1_OPEN,0.221386,,0.0,leg1_opened,,,,False,False
2026-03-26T04:21:44Z,SOL5M_20260326T042500Z,try_open_leg2,LEG1_OPEN,LEG1_OPEN,0.221386,0.79079388,0.0,below_target_profit,1117,0.3671897,15.487858,False,False
2026-03-26T04:21:45Z,SOL5M_20260326T042500Z,timeout_leg2,LEG1_OPEN,LEG1_OPEN,0.221386,0.79362787,0.0,leg2_not_found_timeout,13,1.0,15.381872,False,False
2026-03-26T04:21:45Z,SOL5M_20260326T042500Z,timeout_leg2,LEG1_OPEN,UNWIND,0.221386,0.79362787,0.0,unwind_on_timeout,13,1.0,15.381872,False,False
2026-03-26T04:21:45Z,SOL5M_20260326T042500Z,close_position,UNWIND,CLOSED,0.221386,0.79362787,-0.0,unwind_on_timeout,13,1.0,15.381872,False,False
2026-03-26T04:21:46Z,SOL5M_20260326T042500Z,open_leg1,IDLE,LEG1_OPEN,0.2211,,0.0,leg1_opened,,,,False,False
2026-03-26T04:21:47Z,SOL5M_20260326T042500Z,try_open_leg2,LEG1_OPEN,LEG1_OPEN,0.2211,0.79907235,0.0,below_target_profit,109,1.0,15.533892,False,False
2026-03-26T04:21:48Z,SOL5M_20260326T042500Z,timeout_leg2,LEG1_OPEN,LEG1_OPEN,0.2211,0.80227156,0.0,leg2_not_found_timeout,226,1.0,14.674447,False,False
2026-03-26T04:21:48Z,SOL5M_20260326T042500Z,timeout_leg2,LEG1_OPEN,UNWIND,0.2211,0.80227156,0.0,unwind_on_timeout,226,1.0,14.674447,False,False
2026-03-26T04:21:48Z,SOL5M_20260326T042500Z,close_position,UNWIND,CLOSED,0.2211,0.80227156,-0.0356852103,unwind_on_timeout,226,1.0,14.674447,False,False
2026-03-26T04:21:49Z,SOL5M_20260326T042500Z,open_leg1,IDLE,LEG1_OPEN,0.216775,,0.0,leg1_opened,,,,False,False
2026-03-26T04:21:50Z,SOL5M_20260326T042500Z,try_open_leg2,LEG1_OPEN,LEG1_OPEN,0.216775,0.81030307,0.0,below_target_profit,317,0.70811718,14.671235,False,False
2026-03-26T04:21:50Z,SOL5M_20260326T042500Z,unwind_on_loss,LEG1_OPEN,UNWIND,0.216775,0.81030307,0.0,unwind_on_loss_limit,317,0.70811718,14.671235,False,False
2026-03-26T04:21:50Z,SOL5M_20260326T042500Z,close_position,UNWIND,CLOSED,0.216775,0.81030307,-0.0702433399,unwind_on_loss_limit,317,0.70811718,14.671235,False,False
2026-03-26T04:21:51Z,SOL5M_20260326T042500Z,open_leg1,IDLE,LEG1_OPEN,0.197514,,0.0,leg1_opened,,,,False,False
2026-03-26T04:21:52Z,SOL5M_20260326T042500Z,try_open_leg2,LEG1_OPEN,LEG1_OPEN,0.197514,0.81469766,0.0,below_target_profit,1002,0.56262415,14.279175,False,False
2026-03-26T04:21:52Z,SOL5M_20260326T042500Z,unwind_on_loss,LEG1_OPEN,UNWIND,0.197514,0.81469766,0.0,unwind_on_loss_limit,1002,0.56262415,14.279175,False,False
2026-03-26T04:21:52Z,SOL5M_20260326T042500Z,close_position,UNWIND,CLOSED,0.197514,0.81469766,-0.0193353383,unwind_on_loss_limit,1002,0.56262415,14.279175,False,False
2026-03-26T04:21:53Z,SOL5M_20260326T042500Z,open_leg1,IDLE,LEG1_OPEN,0.207305,,0.0,leg1_opened,,,,False,False
2026-03-26T04:21:54Z,SOL5M_20260326T042500Z,try_open_leg2,LEG1_OPEN,LEG1_OPEN,0.207305,0.81604042,0.0,below_target_profit,119,1.0,14.572179,False,False
2026-03-26T04:21:54Z,SOL5M_20260326T042500Z,unwind_on_loss,LEG1_OPEN,UNWIND,0.207305,0.81604042,0.0,unwind_on_loss_limit,119,1.0,14.572179,False,False
2026-03-26T04:21:54Z,SOL5M_20260326T042500Z,close_position,UNWIND,CLOSED,0.207305,0.81604042,-0.0504474084,unwind_on_loss_limit,119,1.0,14.572179,False,False
2026-03-26T04:21:55Z,SOL5M_20260326T042500Z,open_leg1,IDLE,LEG1_OPEN,0.202235,,0.0,leg1_opened,,,,False,False
2026-03-26T04:21:56Z,SOL5M_20260326T042500Z,try_open_leg2,LEG1_OPEN,LEG1_OPEN,0.202235,0.81156612,0.0,below_target_profit,163,1.0,15.476999,False,False
2026-03-26T04:21:57Z,SOL5M_20260326T042500Z,timeout_leg2,LEG1_OPEN,LEG1_OPEN,0.202235,0.83190861,0.0,leg2_not_found_timeout,141,0.44807003,14.669839,False,False
2026-03-26T04:21:57Z,SOL5M_20260326T042500Z,timeout_leg2,LEG1_OPEN,UNWIND,0.202235,0.83190861,0.0,unwind_on_timeout,141,0.44807003,14.669839,False,False
2026-03-26T04:21:57Z,SOL5M_20260326T042500Z,close_position,UNWIND,CLOSED,0.202235,0.83190861,-0.1088140035,unwind_on_timeout,141,0.44807003,14.669839,False,False
2026-03-26T04:21:58Z,SOL5M_20260326T042500Z,open_leg1,IDLE,LEG1_OPEN,0.180263,,0.0,leg1_opened,,,,False,False
2026-03-26T04:21:59Z,SOL5M_20260326T042500Z,try_open_leg2,LEG1_OPEN,LEG1_OPEN,0.180263,0.82857171,0.0,below_target_profit,289,1.0,14.572861,False,False
2026-03-26T04:22:00Z,SOL5M_20260326T042500Z,timeout_leg2,LEG1_OPEN,LEG1_OPEN,0.180263,0.82872751,0.0,leg2_not_found_timeout,157,1.0,14.32572,False,False
2026-03-26T04:22:00Z,SOL5M_20260326T042500Z,timeout_leg2,LEG1_OPEN,UNWIND,0.180263,0.82872751,0.0,unwind_on_timeout,157,1.0,14.32572,False,False
2026-03-26T04:22:00Z,SOL5M_20260326T042500Z,close_position,UNWIND,CLOSED,0.180263,0.82872751,-0.0016198554,unwind_on_timeout,157,1.0,14.32572,False,False
2026-03-26T04:22:01Z,SOL5M_20260326T042500Z,open_leg1,IDLE,LEG1_OPEN,0.18174,,0.0,leg1_opened,,,,False,False
2026-03-26T04:22:02Z,SOL5M_20260326T042500Z,timeout_leg2,LEG1_OPEN,LEG1_OPEN,0.18174,0.829512,0.0,leg2_not_found_timeout,138,1.0,14.691271,True,True
2026-03-26T04:22:02Z,SOL5M_20260326T042500Z,timeout_leg2,LEG1_OPEN,UNWIND,0.18174,0.829512,0.0,unwind_on_timeout,138,1.0,14.691271,True,True
2026-03-26T04:22:02Z,SOL5M_20260326T042500Z,close_position,UNWIND,CLOSED,0.18174,0.829512,-0.0,unwind_on_timeout,138,1.0,14.691271,True,True
2026-03-26T04:22:03Z,SOL5M_20260326T042500Z,open_leg1,IDLE,LEG1_OPEN,0.17184,,0.0,leg1_opened,,,,False,False
2026-03-26T04:22:04Z,SOL5M_20260326T042500Z,try_open_leg2,LEG1_OPEN,LEG1_OPEN,0.17184,0.85578888,0.0,below_target_profit,167,1.0,15.329604,False,False
2026-03-26T04:22:04Z,SOL5M_20260326T042500Z,unwind_on_loss,LEG1_OPEN,UNWIND,0.17184,0.85578888,0.0,unwind_on_loss_limit,167,1.0,15.329604,False,False
2026-03-26T04:22:04Z,SOL5M_20260326T042500Z,close_position,UNWIND,CLOSED,0.17184,0.85578888,-0.0501280261,unwind_on_loss_limit,167,1.0,15.329604,False,False
2026-03-26T04:22:05Z,SOL5M_20260326T042500Z,open_leg1,IDLE,LEG1_OPEN,0.152808,,0.0,leg1_opened,,,,False,False
2026-03-26T04:22:06Z,SOL5M_20260326T042500Z,try_open_leg2,LEG1_OPEN,LEG1_OPEN,0.152808,0.85738979,0.0,below_target_profit,242,1.0,14.375695,False,False
